"Regiao - Sigla","Estado - Sigla","Municipio","Revenda","CNPJ da Revenda","Nome da Rua","Numero Rua","Complemento","Bairro","Cep","Produto","Data da Coleta","Valor de Venda","Valor de Compra","Unidade de Medida","Bandeira","Coluna1"
"NE","CE","FORTALEZA","AUTO POSTO MADRID LTDA"," 20.973.510/0001-52","RUA PADRE PEDRO DE ALENCAR","54","","MESSEJANA","60840-280","ETANOL","2/9/2022","5.69","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","AUTO POSTO MADRID LTDA"," 20.973.510/0001-52","RUA PADRE PEDRO DE ALENCAR","54","","MESSEJANA","60840-280","DIESEL S10","2/9/2022","5.63","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","PERIMETRAL COMERCIO DE COMBUSTIVEIS LTDA"," 22.448.415/0001-65","RUA   DIOGO CORREIA","210","","JOÃO XXIII","60525-580","DIESEL","2/9/2022","5.55","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PERIMETRAL COMERCIO DE COMBUSTIVEIS LTDA"," 22.448.415/0001-65","RUA   DIOGO CORREIA","210","","JOÃO XXIII","60525-580","GASOLINA ADITIVADA","2/9/2022","6.77","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PERIMETRAL COMERCIO DE COMBUSTIVEIS LTDA"," 22.448.415/0001-65","RUA   DIOGO CORREIA","210","","JOÃO XXIII","60525-580","GASOLINA","2/9/2022","6.47","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PERIMETRAL COMERCIO DE COMBUSTIVEIS LTDA"," 22.448.415/0001-65","RUA   DIOGO CORREIA","210","","JOÃO XXIII","60525-580","DIESEL S10","2/9/2022","5.55","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PERIMETRAL COMERCIO DE COMBUSTIVEIS LTDA"," 22.448.415/0001-65","RUA   DIOGO CORREIA","210","","JOÃO XXIII","60525-580","ETANOL","2/9/2022","5.39","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","MACK III COMERCIO DE COMBUSTIVES LTDA"," 20.896.994/0001-83","RUA DOUTOR ALFREDO WEYNE","349","","ALVARO WEYNE","60336-030","GASOLINA ADITIVADA","2/9/2022","6.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","MACK III COMERCIO DE COMBUSTIVES LTDA"," 20.896.994/0001-83","RUA DOUTOR ALFREDO WEYNE","349","","ALVARO WEYNE","60336-030","GASOLINA","2/9/2022","6.49","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","MACK III COMERCIO DE COMBUSTIVES LTDA"," 20.896.994/0001-83","RUA DOUTOR ALFREDO WEYNE","349","","ALVARO WEYNE","60336-030","ETANOL","2/9/2022","5.59","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","MACK III COMERCIO DE COMBUSTIVES LTDA"," 20.896.994/0001-83","RUA DOUTOR ALFREDO WEYNE","349","","ALVARO WEYNE","60336-030","DIESEL S10","2/9/2022","5.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SANTO ANTONIO COMERCIO DE COMBUSTIVEL E DERIVADOS DE PETROLEO LTDA"," 24.113.139/0001-00","AVENIDA DOUTOR SILAS MUNGUBA","5555","","BOA VISTA","60861-063","GASOLINA ADITIVADA","2/9/2022","7.09","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SANTO ANTONIO COMERCIO DE COMBUSTIVEL E DERIVADOS DE PETROLEO LTDA"," 24.113.139/0001-00","AVENIDA DOUTOR SILAS MUNGUBA","5555","","BOA VISTA","60861-063","GASOLINA","2/9/2022","6.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SANTO ANTONIO COMERCIO DE COMBUSTIVEL E DERIVADOS DE PETROLEO LTDA"," 24.113.139/0001-00","AVENIDA DOUTOR SILAS MUNGUBA","5555","","BOA VISTA","60861-063","ETANOL","2/9/2022","5.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SANTO ANTONIO COMERCIO DE COMBUSTIVEL E DERIVADOS DE PETROLEO LTDA"," 24.113.139/0001-00","AVENIDA DOUTOR SILAS MUNGUBA","5555","","BOA VISTA","60861-063","DIESEL S10","2/9/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","CAUCAIA","POSTO PLANALTO COMERCIO, SERVICOS E DERIVADOS DE PETROLEO EIRELI"," 15.692.375/0001-37","RUA CRUZEIRO DO SUL","0","","PLANALTO CAUCAIA","61605-730","ETANOL","2/9/2022","5.29","","R$ / litro","BRANCA",""
"NE","CE","CAUCAIA","POSTO PLANALTO COMERCIO, SERVICOS E DERIVADOS DE PETROLEO EIRELI"," 15.692.375/0001-37","RUA CRUZEIRO DO SUL","0","","PLANALTO CAUCAIA","61605-730","GASOLINA","2/9/2022","6.39","","R$ / litro","BRANCA",""
"NE","CE","CAUCAIA","POSTO PLANALTO COMERCIO, SERVICOS E DERIVADOS DE PETROLEO EIRELI"," 15.692.375/0001-37","RUA CRUZEIRO DO SUL","0","","PLANALTO CAUCAIA","61605-730","DIESEL S10","2/9/2022","5.49","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","PETROCAR COMERCIO DE PETROLEO LTDA"," 73.830.069/0005-40","RUA FELINO BARROSO","52","","FATIMA","60050-130","GASOLINA ADITIVADA","2/9/2022","6.49","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PETROCAR COMERCIO DE PETROLEO LTDA"," 73.830.069/0005-40","RUA FELINO BARROSO","52","","FATIMA","60050-130","GASOLINA","2/9/2022","6.29","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PETROCAR COMERCIO DE PETROLEO LTDA"," 73.830.069/0005-40","RUA FELINO BARROSO","52","","FATIMA","60050-130","ETANOL","2/9/2022","5.67","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","PETROCAR COMERCIO DE PETROLEO LTDA"," 73.830.069/0005-40","RUA FELINO BARROSO","52","","FATIMA","60050-130","DIESEL S10","2/9/2022","5.77","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO JP LTDA"," 25.306.266/0001-98","AVENIDA GODOFREDO MACIEL","3959","4015 A","MONDUBIM","60711-495","ETANOL","2/9/2022","5.29","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO JP LTDA"," 25.306.266/0001-98","AVENIDA GODOFREDO MACIEL","3959","4015 A","MONDUBIM","60711-495","GASOLINA ADITIVADA","2/9/2022","6.36","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO JP LTDA"," 25.306.266/0001-98","AVENIDA GODOFREDO MACIEL","3959","4015 A","MONDUBIM","60711-495","GASOLINA","2/9/2022","6.29","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO JP LTDA"," 25.306.266/0001-98","AVENIDA GODOFREDO MACIEL","3959","4015 A","MONDUBIM","60711-495","DIESEL S10","2/9/2022","5.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CAUCAIA","JET DERIVADOS DE PETROLEO EIRELI"," 26.379.686/0001-67","RODOVIA CE-090","8020","KM    08","JARDIM ICARAI","61621-455","ETANOL","2/9/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","CAUCAIA","JET DERIVADOS DE PETROLEO EIRELI"," 26.379.686/0001-67","RODOVIA CE-090","8020","KM    08","JARDIM ICARAI","61621-455","GASOLINA","2/9/2022","6.69","","R$ / litro","RAIZEN",""
"NE","CE","CAUCAIA","JET DERIVADOS DE PETROLEO EIRELI"," 26.379.686/0001-67","RODOVIA CE-090","8020","KM    08","JARDIM ICARAI","61621-455","DIESEL S10","2/9/2022","5.98","","R$ / litro","RAIZEN",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","GASOLINA ADITIVADA","2/9/2022","6.99","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","GASOLINA","2/9/2022","6.99","","R$ / litro","SP",""
"NE","CE","IGUATU","AIRTON PALACIO DE SOUZA JUNIOR - ME"," 13.408.058/0002-00","RUA DOUTOR JOAO PESSOA","832","","CENTRO","63500-023","ETANOL","2/9/2022","5.55","","R$ / litro","SP",""
"NE","CE","FORTALEZA","CHACEM COMERCIAL DE COMBUSTIVEIS LTDA"," 24.475.778/0001-15","AVENIDA PRESIDENTE COSTA E SILVA","3602","","PREFEITO JOSE WALTER","60750-022","GASOLINA ADITIVADA","2/9/2022","6.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHACEM COMERCIAL DE COMBUSTIVEIS LTDA"," 24.475.778/0001-15","AVENIDA PRESIDENTE COSTA E SILVA","3602","","PREFEITO JOSE WALTER","60750-022","GASOLINA","2/9/2022","6.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHACEM COMERCIAL DE COMBUSTIVEIS LTDA"," 24.475.778/0001-15","AVENIDA PRESIDENTE COSTA E SILVA","3602","","PREFEITO JOSE WALTER","60750-022","ETANOL","2/9/2022","5.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHACEM COMERCIAL DE COMBUSTIVEIS LTDA"," 24.475.778/0001-15","AVENIDA PRESIDENTE COSTA E SILVA","3602","","PREFEITO JOSE WALTER","60750-022","DIESEL S10","2/9/2022","5.96","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO BRAGA CAMBEBA EIRELI"," 10.343.353/0001-48","AVENIDA MINISTRO JOSE AMERICO","1281","","PARQUE IRACEMA","60824-245","GASOLINA ADITIVADA","2/9/2022","7.09","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","POSTO BRAGA CAMBEBA EIRELI"," 10.343.353/0001-48","AVENIDA MINISTRO JOSE AMERICO","1281","","PARQUE IRACEMA","60824-245","GASOLINA","2/9/2022","6.69","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","POSTO BRAGA CAMBEBA EIRELI"," 10.343.353/0001-48","AVENIDA MINISTRO JOSE AMERICO","1281","","PARQUE IRACEMA","60824-245","ETANOL","2/9/2022","5.89","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","POSTO BRAGA CAMBEBA EIRELI"," 10.343.353/0001-48","AVENIDA MINISTRO JOSE AMERICO","1281","","PARQUE IRACEMA","60824-245","DIESEL S10","2/9/2022","5.95","","R$ / litro","IPIRANGA",""
"NE","CE","CAUCAIA","POSTO XIMENES MOTOS LTDA"," 24.291.177/0001-52","AVENIDA TORREON","741","","PARQUE GUADALAJARA (JUREMA)","61650-350","ETANOL","2/9/2022","5.29","","R$ / litro","RAIZEN",""
"NE","CE","CAUCAIA","POSTO XIMENES MOTOS LTDA"," 24.291.177/0001-52","AVENIDA TORREON","741","","PARQUE GUADALAJARA (JUREMA)","61650-350","DIESEL S10","2/9/2022","5.69","","R$ / litro","RAIZEN",""
"NE","CE","CAUCAIA","POSTO XIMENES MOTOS LTDA"," 24.291.177/0001-52","AVENIDA TORREON","741","","PARQUE GUADALAJARA (JUREMA)","61650-350","GASOLINA ADITIVADA","2/9/2022","6.49","","R$ / litro","RAIZEN",""
"NE","CE","CAUCAIA","POSTO XIMENES MOTOS LTDA"," 24.291.177/0001-52","AVENIDA TORREON","741","","PARQUE GUADALAJARA (JUREMA)","61650-350","GASOLINA","2/9/2022","6.39","","R$ / litro","RAIZEN",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","GASOLINA","2/9/2022","6.99","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","DIESEL S10","2/9/2022","6.29","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","I G BEZERRA SOUSA COMBUSTIVEIS LTDA"," 03.929.849/0002-13","RUA TREZE DE MAIO","378","","CENTRO","63500-144","ETANOL","2/9/2022","5.55","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","AFX COMBUSTIVEIS SH LTDA"," 31.863.742/0001-74","AVENIDA SARGENTO HERMINIO SAMPAIO","2500","","VILA ELLERY","60320-504","GASOLINA","2/9/2022","6.39","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","AFX COMBUSTIVEIS SH LTDA"," 31.863.742/0001-74","AVENIDA SARGENTO HERMINIO SAMPAIO","2500","","VILA ELLERY","60320-504","ETANOL","2/9/2022","5.19","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","ETANOL","2/9/2022","5.55","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","GASOLINA ADITIVADA","2/9/2022","6.98","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","MENDONCA & ALEXANDRE COMBUSTIVEIS LTDA"," 32.574.783/0001-03","RUA JULIO CAVALCANTE","50","","FLORES","63500-494","GASOLINA","2/9/2022","6.98","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO SAN LORENZO LTDA"," 29.001.001/0001-32","RUA ALMIRANTE RUBIM","1640","","ITAOCA","60421-105","GASOLINA ADITIVADA","2/9/2022","6.39","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO SAN LORENZO LTDA"," 29.001.001/0001-32","RUA ALMIRANTE RUBIM","1640","","ITAOCA","60421-105","GASOLINA","2/9/2022","6.29","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO SAN LORENZO LTDA"," 29.001.001/0001-32","RUA ALMIRANTE RUBIM","1640","","ITAOCA","60421-105","ETANOL","2/9/2022","5.55","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO SAN LORENZO LTDA"," 29.001.001/0001-32","RUA ALMIRANTE RUBIM","1640","","ITAOCA","60421-105","DIESEL S10","2/9/2022","5.65","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ECOPOSTO COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA"," 25.115.617/0001-83","AVENIDA BERNARDO MANUEL","7221","","SERRINHA","60741-600","GASOLINA ADITIVADA","2/9/2022","6.89","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ECOPOSTO COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA"," 25.115.617/0001-83","AVENIDA BERNARDO MANUEL","7221","","SERRINHA","60741-600","GASOLINA","2/9/2022","6.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ECOPOSTO COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA"," 25.115.617/0001-83","AVENIDA BERNARDO MANUEL","7221","","SERRINHA","60741-600","ETANOL","2/9/2022","5.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ECOPOSTO COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA"," 25.115.617/0001-83","AVENIDA BERNARDO MANUEL","7221","","SERRINHA","60741-600","DIESEL S10","2/9/2022","5.89","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","MMA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES DERIVADOS DE PETROLEO LTDA"," 27.879.914/0002-01","RUA BARAO DO RIO BRANCO","2469","","JOSE BONIFACIO","60025-061","ETANOL","2/9/2022","5.09","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","ETANOL","2/9/2022","5.55","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","DIESEL","2/9/2022","6.19","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","GASOLINA ADITIVADA","2/9/2022","6.99","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","GASOLINA","2/9/2022","6.99","","R$ / litro","BRANCA",""
"NE","CE","IGUATU","TAMARA GOMES UCHOA DE AMORIM"," 29.587.476/0001-52","AVENIDA CARLOS ROBERTO COSTA","1767","","ESPLANADA I","63502-535","DIESEL S10","2/9/2022","6.29","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","ALFA COMERCIO DE COMBUSTIVEIS LTDA"," 35.157.269/0001-60","AVENIDA PRESIDENTE CASTELO BRANCO","3100","","PIRAMBU","60311-056","GNV","2/9/2022","4.88","","R$ / m³","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ALFA COMERCIO DE COMBUSTIVEIS LTDA"," 35.157.269/0001-60","AVENIDA PRESIDENTE CASTELO BRANCO","3100","","PIRAMBU","60311-056","GASOLINA ADITIVADA","2/9/2022","6.89","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ALFA COMERCIO DE COMBUSTIVEIS LTDA"," 35.157.269/0001-60","AVENIDA PRESIDENTE CASTELO BRANCO","3100","","PIRAMBU","60311-056","GASOLINA","2/9/2022","6.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ALFA COMERCIO DE COMBUSTIVEIS LTDA"," 35.157.269/0001-60","AVENIDA PRESIDENTE CASTELO BRANCO","3100","","PIRAMBU","60311-056","ETANOL","2/9/2022","5.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ALFA COMERCIO DE COMBUSTIVEIS LTDA"," 35.157.269/0001-60","AVENIDA PRESIDENTE CASTELO BRANCO","3100","","PIRAMBU","60311-056","DIESEL S10","2/9/2022","5.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CAUCAIA","C4 POTIRA COMERCIAL DE DERIVADOS DE PETROLEO LTDA"," 27.887.053/0001-22","AVENIDA GISELDA MAGALHAES BEZERRA","490","","TABAPUA BRASILIA II (JUREMA)","61648-160","ETANOL","2/9/2022","5.59","","R$ / litro","BRANCA",""
"NE","CE","CAUCAIA","C4 POTIRA COMERCIAL DE DERIVADOS DE PETROLEO LTDA"," 27.887.053/0001-22","AVENIDA GISELDA MAGALHAES BEZERRA","490","","TABAPUA BRASILIA II (JUREMA)","61648-160","DIESEL S10","2/9/2022","5.69","","R$ / litro","BRANCA",""
"NE","CE","CAUCAIA","C4 POTIRA COMERCIAL DE DERIVADOS DE PETROLEO LTDA"," 27.887.053/0001-22","AVENIDA GISELDA MAGALHAES BEZERRA","490","","TABAPUA BRASILIA II (JUREMA)","61648-160","GASOLINA ADITIVADA","2/9/2022","6.59","","R$ / litro","BRANCA",""
"NE","CE","CAUCAIA","C4 POTIRA COMERCIAL DE DERIVADOS DE PETROLEO LTDA"," 27.887.053/0001-22","AVENIDA GISELDA MAGALHAES BEZERRA","490","","TABAPUA BRASILIA II (JUREMA)","61648-160","GASOLINA","2/9/2022","6.49","","R$ / litro","BRANCA",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","ETANOL","2/9/2022","5.7","","R$ / litro","ALESAT",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","GASOLINA ADITIVADA","2/9/2022","6.63","","R$ / litro","ALESAT",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","GASOLINA","2/9/2022","6.62","","R$ / litro","ALESAT",""
"NE","CE","CRATO","MYKAEL H BRASIL COMERCIO DE COMBUSTIVEIS"," 33.202.307/0001-24","AVENIDA PADRE CICERO","4455","","MURITI","63132-015","DIESEL S10","2/9/2022","5.79","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","DAM COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA"," 34.614.598/0001-20","AVENIDA PRESIDENTE COSTA E SILVA","4007","","PARQUE DOIS IRMAOS","60866-607","GASOLINA ADITIVADA","2/9/2022","7.19","","R$ / litro","SP",""
"NE","CE","FORTALEZA","DAM COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA"," 34.614.598/0001-20","AVENIDA PRESIDENTE COSTA E SILVA","4007","","PARQUE DOIS IRMAOS","60866-607","GASOLINA","2/9/2022","6.69","","R$ / litro","SP",""
"NE","CE","FORTALEZA","DAM COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA"," 34.614.598/0001-20","AVENIDA PRESIDENTE COSTA E SILVA","4007","","PARQUE DOIS IRMAOS","60866-607","ETANOL","2/9/2022","5.65","","R$ / litro","SP",""
"NE","CE","FORTALEZA","DAM COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA"," 34.614.598/0001-20","AVENIDA PRESIDENTE COSTA E SILVA","4007","","PARQUE DOIS IRMAOS","60866-607","DIESEL S10","2/9/2022","5.96","","R$ / litro","SP",""
"NE","CE","CAUCAIA","L G CAUCAIA COMERCIO DE COMBUSTIVEIS LTDA"," 23.209.959/0001-37","RUA JUACI SAMPAIO PONTES","3459","","NOVA CIGANA","61605-711","ETANOL","2/9/2022","5.29","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CAUCAIA","L G CAUCAIA COMERCIO DE COMBUSTIVEIS LTDA"," 23.209.959/0001-37","RUA JUACI SAMPAIO PONTES","3459","","NOVA CIGANA","61605-711","GASOLINA ADITIVADA","2/9/2022","6.51","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CAUCAIA","L G CAUCAIA COMERCIO DE COMBUSTIVEIS LTDA"," 23.209.959/0001-37","RUA JUACI SAMPAIO PONTES","3459","","NOVA CIGANA","61605-711","GASOLINA","2/9/2022","6.39","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CAUCAIA","L G CAUCAIA COMERCIO DE COMBUSTIVEIS LTDA"," 23.209.959/0001-37","RUA JUACI SAMPAIO PONTES","3459","","NOVA CIGANA","61605-711","DIESEL S10","2/9/2022","5.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","AUTO POSTO DO ARARIPE LIMITADA"," 06.191.384/0001-53","AVENIDA TEODORICO TELES","461","","CENTRO","63100-160","DIESEL S10","2/10/2022","6.19","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","AUTO POSTO DO ARARIPE LIMITADA"," 06.191.384/0001-53","AVENIDA TEODORICO TELES","461","","CENTRO","63100-160","GASOLINA","2/10/2022","6.77","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES SEMINARIO LTDA"," 06.255.203/0001-05","AVENIDA JOAO ALVES ROCHA","758","","SEMINARIO","63100-970","ETANOL","2/10/2022","5.59","","R$ / litro","BRANCA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES SEMINARIO LTDA"," 06.255.203/0001-05","AVENIDA JOAO ALVES ROCHA","758","","SEMINARIO","63100-970","DIESEL S10","2/10/2022","5.99","","R$ / litro","BRANCA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES SEMINARIO LTDA"," 06.255.203/0001-05","AVENIDA JOAO ALVES ROCHA","758","","SEMINARIO","63100-970","GASOLINA","2/10/2022","6.69","","R$ / litro","BRANCA",""
"NE","CE","CRATO","POSTO DE COMBUSTIVEIS E LUBRIFICANTES SEMINARIO LTDA"," 06.255.203/0001-05","AVENIDA JOAO ALVES ROCHA","758","","SEMINARIO","63100-970","GASOLINA ADITIVADA","2/10/2022","6.75","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA."," 06.046.590/0001-70","AVENIDA PADRE CICERO","995","","SAO MIGUEL","63100-970","ETANOL","2/10/2022","5.19","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA."," 06.046.590/0001-70","AVENIDA PADRE CICERO","995","","SAO MIGUEL","63100-970","DIESEL S10","2/10/2022","5.78","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA."," 06.046.590/0001-70","AVENIDA PADRE CICERO","995","","SAO MIGUEL","63100-970","GASOLINA","2/10/2022","6.59","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA."," 06.046.590/0001-70","AVENIDA PADRE CICERO","995","","SAO MIGUEL","63100-970","DIESEL","2/10/2022","5.68","","R$ / litro","BRANCA",""
"NE","CE","CRATO","PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA."," 06.046.590/0001-70","AVENIDA PADRE CICERO","995","","SAO MIGUEL","63100-970","GASOLINA ADITIVADA","2/10/2022","6.59","","R$ / litro","BRANCA",""
"NE","CE","CRATO","J V PETROLEO EIRELI"," 04.590.777/0001-04","AVENIDA PADRE CICERO","1141","","SAO MIGUEL","63122-000","DIESEL S10","2/10/2022","5.86","","R$ / litro","ALESAT",""
"NE","CE","CRATO","J V PETROLEO EIRELI"," 04.590.777/0001-04","AVENIDA PADRE CICERO","1141","","SAO MIGUEL","63122-000","DIESEL","2/10/2022","5.59","","R$ / litro","ALESAT",""
"NE","CE","CRATO","J V PETROLEO EIRELI"," 04.590.777/0001-04","AVENIDA PADRE CICERO","1141","","SAO MIGUEL","63122-000","GASOLINA","2/10/2022","6.61","","R$ / litro","ALESAT",""
"NE","CE","MARACANAU","BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA."," 05.397.086/0001-51","RODOVIA MARANGUAPE - FORTALEZA - KM 06","S/N","","PARQUE LUZARDO VIANA","61910-000","ETANOL","2/10/2022","5.39","","R$ / litro","IPIRANGA",""
"NE","CE","MARACANAU","BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA."," 05.397.086/0001-51","RODOVIA MARANGUAPE - FORTALEZA - KM 06","S/N","","PARQUE LUZARDO VIANA","61910-000","DIESEL","2/10/2022","5.67","","R$ / litro","IPIRANGA",""
"NE","CE","MARACANAU","BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA."," 05.397.086/0001-51","RODOVIA MARANGUAPE - FORTALEZA - KM 06","S/N","","PARQUE LUZARDO VIANA","61910-000","GASOLINA","2/10/2022","6.39","","R$ / litro","IPIRANGA",""
"NE","CE","MARACANAU","BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA."," 05.397.086/0001-51","RODOVIA MARANGUAPE - FORTALEZA - KM 06","S/N","","PARQUE LUZARDO VIANA","61910-000","GASOLINA ADITIVADA","2/10/2022","6.49","","R$ / litro","IPIRANGA",""
